datetime,open,high,low,close,K,D,%R,%R.1
2025-07-07 09:15:00,174.2,174.2,132.25,136.2,63.37777405374803,81.1174911808602,-91.72774869109948,-91.72774869109948
2025-07-07 09:16:00,135.6,143.9,130.0,142.8,39.33574488012996,65.68724509586129,-74.39999999999998,-74.39999999999998
2025-07-07 09:17:00,140.45,152.2,140.45,145.8,14.54112059854237,39.08487984414011,-68.39999999999998,-68.39999999999998
2025-07-07 09:18:00,145.1,145.1,138.4,139.0,20.49843307554992,24.791766184740748,-82.0,-82.0
2025-07-07 09:19:00,141.35,153.5,139.2,151.15,29.479419656023904,21.506324443372066,-57.69999999999999,-57.69999999999999
2025-07-07 09:20:00,151.25,163.3,150.45,156.45,39.23759254193201,29.73848175783527,-47.100000000000016,-47.100000000000016
2025-07-07 09:21:00,156.25,169.35,152.7,168.45,57.99842163500802,42.23847794432131,-23.100000000000023,-23.100000000000023
2025-07-07 09:22:00,165.9,168.4,159.45,161.5,64.21437470446203,53.81679629380068,-37.0,-37.0
2025-07-07 09:23:00,161.35,161.35,150.4,153.75,63.59481662937318,61.93587098961441,-46.26696832579184,-52.5
2025-07-07 09:24:00,154.55,157.95,151.1,155.8,57.682763307134586,61.830651546989934,-34.434561626429435,-48.399999999999984
2025-07-07 09:25:00,155.05,156.75,145.55,148.05,51.901637651996566,57.72640586283478,-68.82067851373179,-63.899999999999984
2025-07-07 09:26:00,148.1,154.7,144.95,152.35,52.12050148431885,53.90163414781667,-54.92730210016157,-55.30000000000001
2025-07-07 09:27:00,150.55,157.45,146.8,146.8,48.78931325041082,50.937150795575405,-74.79270315091203,-66.39999999999998
2025-07-07 09:28:00,146.4,154.2,146.4,151.6,58.024733298797734,52.97818267784246,-72.74590163934424,-56.80000000000001
2025-07-07 09:29:00,151.35,153.3,144.2,146.1,57.64965106512849,54.82123253811235,-92.44532803180913,-67.80000000000001
2025-07-07 09:30:00,146.4,151.5,145.75,146.55,60.194121161026374,58.62283517498419,-90.28925619834702,-66.89999999999998
2025-07-07 09:31:00,142.9,150.6,142.55,150.6,58.09555814728312,58.64644345781266,-57.18085106382984,-58.80000000000001
2025-07-07 09:32:00,150.85,159.85,150.85,157.55,66.98890478941915,61.75952803257621,-13.294797687861186,-44.899999999999984
2025-07-07 09:33:00,159.3,167.7,156.55,166.5,82.30286801291766,69.12911031653998,-4.771371769383657,-27.0
2025-07-07 09:34:00,165.55,181.0,162.65,177.05,93.08111877002074,80.79096385745251,-10.273081924577347,-7.745098039215664
